Class Name,Unique,Day + Hour,Room,Instruction Mode,Instructor,Status,Flags,Core
ECE  319K INTRO TO EMBEDDED SYSTEMS         ,16830,"(('MW', '1:30 p.m.-3:00 p.m.'), ('W', '3:00 p.m.-4:00 p.m.'))",ECJ 1.202EER 1.826,Face-to-face,"TELANG, VIVEK",open; reserved,,
ECE  319K INTRO TO EMBEDDED SYSTEMS         ,16835,"(('MW', '1:30 p.m.-3:00 p.m.'), ('W', '4:00 p.m.-5:00 p.m.'))",ECJ 1.202EER 1.826,Face-to-face,"TELANG, VIVEK",open; reserved,,
ECE  319K INTRO TO EMBEDDED SYSTEMS         ,16840,"(('MW', '1:30 p.m.-3:00 p.m.'), ('W', '5:00 p.m.-6:00 p.m.'))",ECJ 1.202EER 1.826,Face-to-face,"TELANG, VIVEK",open; reserved,,
ECE  319K INTRO TO EMBEDDED SYSTEMS         ,16845,"(('MW', '1:30 p.m.-3:00 p.m.'), ('W', '6:00 p.m.-7:00 p.m.'))",ECJ 1.202EER 1.826,Face-to-face,"TELANG, VIVEK",open; reserved,,
J  331G AUDIO STORYTELLING         ,08750,"(('MW', '1:30 p.m.-3:00 p.m.'), ('F', '2:00 p.m.-5:00 p.m.'))",CMA 4.150DMC 3.210,Face-to-face,"RIVAS-RODRIGUEZ, MARY MAG",open,Independent Inquiry,
LAR  696 ADV ARCH DESIGN         ,01690,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
LAR  696 ADV ARCH DESIGN         ,01695,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open,,
LAR  696 ADV ARCH DESIGN         ,01700,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",GOL 3.126,Face-to-face,,open; reserved,,
LAR  696 ADV ARCH DESIGN         ,01705,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",GOL 4.106,Face-to-face,,open; reserved,,
U D  696 ADV ARCH DESIGN         ,01795,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
U D  696 ADV ARCH DESIGN         ,01800,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",GOL 3.126,Face-to-face,,open,,
U D  696C URBAN DESIGN OPTIONS STUDIO         ,01805,"(('MW', '1:30 p.m.-5:30 p.m.'), ('F', '1:30 p.m.-3:30 p.m.'))",,Face-to-face,,open; reserved,,
ANT  302 CULTURAL ANTHROPOLOGY         ,31116,"(('MW', '2:00 p.m.-3:00 p.m.'), ('T', '4:00 p.m.-5:00 p.m.'))",WAG 101WCP 4.118,Face-to-face,"CAMPBELL, CRAIG A",open,Global Cultures,Social and Behavioral Sciences
ANT  302 CULTURAL ANTHROPOLOGY         ,31117,"(('MW', '2:00 p.m.-3:00 p.m.'), ('M', '4:00 p.m.-5:00 p.m.'))",WAG 101WCP 4.118,Face-to-face,"CAMPBELL, CRAIG A",open,Global Cultures,Social and Behavioral Sciences
ANT  302 CULTURAL ANTHROPOLOGY         ,31118,"(('MW', '2:00 p.m.-3:00 p.m.'), ('F', '1:00 p.m.-2:00 p.m.'))",WAG 101WCP 4.118,Face-to-face,"CAMPBELL, CRAIG A",open,Global Cultures,Social and Behavioral Sciences
ANT  302 CULTURAL ANTHROPOLOGY         ,31119,"(('MW', '2:00 p.m.-3:00 p.m.'), ('F', '12:00 p.m.-1:00 p.m.'))",WAG 101WCP 4.118,Face-to-face,"CAMPBELL, CRAIG A",open,Global Cultures,Social and Behavioral Sciences
